,age,education,wantsMore,y,age_string_encoded,education_string_encoded,wantsMore_string_encoded,age_one_hot,education_one_hot,wantsMore_one_hot
228,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
229,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
230,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
231,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
232,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
233,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
234,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
235,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
236,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
237,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
238,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
239,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
240,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
241,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
242,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
243,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
244,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
245,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
246,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
247,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
248,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
249,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
250,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
251,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
252,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
253,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
254,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
255,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
256,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
257,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
258,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
259,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
260,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
261,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
262,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
263,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
264,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
265,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
266,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
267,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
268,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
269,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
270,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
271,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
272,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
273,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
274,<25,high,yes,0,2.0,0.0,0.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
275,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
276,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
277,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
278,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
279,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
280,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
281,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
282,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
283,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
284,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
285,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
286,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
287,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
288,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
289,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
290,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
291,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
292,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
293,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
294,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
295,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
296,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
297,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
298,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
299,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
300,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
301,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
302,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
303,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
304,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
305,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
306,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
307,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
308,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
309,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
310,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
311,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
312,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
313,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
314,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
315,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
316,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
317,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
318,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
319,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
320,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
321,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
322,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
323,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
324,<25,high,no,0,2.0,0.0,1.0,"(3,[2],[1.0])","(1,[0],[1.0])","(1,[],[])"
325,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
326,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
327,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
328,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
329,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
330,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
331,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
332,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
333,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
334,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
335,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
336,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
337,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
338,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
339,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
340,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
341,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
342,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
343,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
344,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
345,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
346,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
347,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
348,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
349,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
350,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
351,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
352,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
353,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
354,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
355,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
356,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
357,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
358,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
359,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
360,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
361,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
362,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
363,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
364,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
365,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
366,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
367,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
368,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
369,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
370,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
371,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
372,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
373,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
374,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
375,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
376,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
377,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
378,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
379,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
380,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
381,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
382,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
383,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
384,25-29,low,yes,0,1.0,1.0,0.0,"(3,[1],[1.0])","(1,[],[])","(1,[0],[1.0])"
385,25-29,low,no,0,1.0,1.0,1.0,"(3,[1],[1.0])","(1,[],[])","(1,[],[])"
386,25-29,low,no,0,1.0,1.0,1.0,"(3,[1],[1.0])","(1,[],[])","(1,[],[])"
387,25-29,low,no,0,1.0,1.0,1.0,"(3,[1],[1.0])","(1,[],[])","(1,[],[])"
388,25-29,low,no,0,1.0,1.0,1.0,"(3,[1],[1.0])","(1,[],[])","(1,[],[])"
389,25-29,low,no,0,1.0,1.0,1.0,"(3,[1],[1.0])","(1,[],[])","(1,[],[])"
390,25-29,low,no,0,1.0,1.0,1.0,"(3,[1],[1.0])","(1,[],[])","(1,[],[])"
391,25-29,low,no,0,1.0,1.0,1.0,"(3,[1],[1.0])","(1,[],[])","(1,[],[])"
392,25-29,low,no,0,1.0,1.0,1.0,"(3,[1],[1.0])","(1,[],[])","(1,[],[])"
393,25-29,low,no,0,1.0,1.0,1.0,"(3,[1],[1.0])","(1,[],[])","(1,[],[])"
394,25-29,low,no,0,1.0,1.0,1.0,"(3,[1],[1.0])","(1,[],[])","(1,[],[])"
395,25-29,low,no,0,1.0,1.0,1.0,"(3,[1],[1.0])","(1,[],[])","(1,[],[])"
396,25-29,low,no,0,1.0,1.0,1.0,"(3,[1],[1.0])","(1,[],[])","(1,[],[])"
397,25-29,low,no,0,1.0,1.0,1.0,"(3,[1],[1.0])","(1,[],[])","(1,[],[])"
398,25-29,low,no,0,1.0,1.0,1.0,"(3,[1],[1.0])","(1,[],[])","(1,[],[])"
399,25-29,low,no,0,1.0,1.0,1.0,"(3,[1],[1.0])","(1,[],[])","(1,[],[])"
400,25-29,low,no,0,1.0,1.0,1.0,"(3,[1],[1.0])","(1,[],[])","(1,[],[])"
401,25-29,low,no,0,1.0,1.0,1.0,"(3,[1],[1.0])","(1,[],[])","(1,[],[])"
402,25-29,low,no,0,1.0,1.0,1.0,"(3,[1],[1.0])","(1,[],[])","(1,[],[])"
403,25-29,low,no,0,1.0,1.0,1.0,"(3,[1],[1.0])","(1,[],[])","(1,[],[])"
404,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
405,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
406,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
407,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
408,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
409,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
410,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
411,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
412,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
413,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
414,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
415,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
416,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
417,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
418,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
419,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
420,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
421,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
422,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
423,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
424,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
425,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
426,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
427,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
428,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
429,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
430,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
431,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
432,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
433,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
434,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
435,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
436,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
437,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
438,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
439,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
440,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
441,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
442,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
443,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
444,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
445,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
446,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
447,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
448,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
449,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
450,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
451,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
452,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
453,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
454,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
455,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
456,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
457,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
458,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
459,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
460,25-29,high,yes,0,1.0,0.0,0.0,"(3,[1],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
